,Accident Year,Pipeline Location,Pipeline Type,Liquid Type,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Public Evacuations,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs,month,day
2473,2016,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",BAYTOWN,HARRIS,TX,29.701113,-94.967825,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,8.3,0.0,8.3,NO,NO,NO,0.0,400.0,350.0,0.0,0.0,0.0,0.0,750,3,16
2474,2016,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",EPES,SUMTER,AL,32.70464,-88.18612,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.5,1.5,0.0,NO,NO,NO,0.0,2250.0,68.0,0.0,65000.0,0.0,0.0,67318,3,17
2475,2016,ONSHORE,ABOVEGROUND,CRUDE OIL,,DIVIDE,ND,48.85108984,-103.02299412,OTHER OUTSIDE FORCE DAMAGE,INTENTIONAL DAMAGE,150.0,150.0,0.0,NO,NO,YES,0.0,50.0,6000.0,0.0,0.0,514000.0,0.0,520050,3,18
2476,2016,ONSHORE,ABOVEGROUND,CRUDE OIL,,HOCKLEY,TX,33.787393,-102.520163,INCORRECT OPERATION,INCORRECT INSTALLATION,1.34,1.34,0.0,NO,NO,NO,0.0,8000.0,50.0,0.0,150.0,11200.0,0.0,19400,3,20
2477,2016,ONSHORE,TANK,CRUDE OIL,FORT LARAMIE,GOSHEN,WY,42.20813,-104.51255,CORROSION,INTERNAL,0.64,0.64,0.0,NO,NO,YES,0.0,11000.0,20.0,0.0,7000.0,5000.0,0.0,23020,3,21
2478,2016,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",HARWOOD,CASS,ND,46.9803,-96.88275,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,20.0,20.0,0.0,NO,NO,YES,2.0,15000.0,1200.0,0.0,585468.0,0.0,52641.0,654309,3,21
2479,2016,ONSHORE,TANK,CRUDE OIL,LIBERTY,AMITE COUNTY ,MS,31.166,-90.7764,ALL OTHER CAUSES,UNKNOWN,0.1,0.1,0.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,22
2480,2016,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CONCORD,CONTRA COSTA,CA,38.004227,-122.055465,CORROSION,INTERNAL,2.19,2.19,0.0,NO,NO,NO,0.0,300.0,196.0,0.0,25000.0,0.0,0.0,25496,3,23
2481,2016,ONSHORE,ABOVEGROUND,CRUDE OIL,BEAUMONT,JEFFERSON COUNTY,TX,30.004722,-94.057583,INCORRECT OPERATION,INCORRECT EQUIPMENT,10.0,10.0,0.0,NO,NO,YES,0.0,0.0,400.0,0.0,0.0,33000.0,0.0,33400,3,23
2482,2016,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",HOUSTON,WASHINGTON,PA,40.265185,-80.259891,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,29.0,0.0,29.0,NO,NO,YES,0.0,9000.0,1219.0,0.0,0.0,0.0,20000.0,30219,3,23
2483,2016,ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),,OCHILTREE COUNTY,TX,36.4740589,-100.5947114,CORROSION,EXTERNAL,83.0,0.0,83.0,NO,NO,YES,0.0,15000.0,1500.0,1000.0,0.0,0.0,0.0,17500,3,27
2484,2016,ONSHORE,TANK,CRUDE OIL,FORT LARAMIE,GOSHEN,WY,42.20813,-104.51255,CORROSION,INTERNAL,61.0,61.0,0.0,NO,NO,YES,0.0,20000.0,2200.0,0.0,7000.0,40000.0,0.0,69200,3,28
2485,2016,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SIOUX CITY,WOODBURY,IA,42.53743,-96.3568,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,10.0,0.07,9.93,NO,NO,NO,0.0,40000.0,900.0,0.0,7000.0,29000.0,10000.0,86900,3,28
2486,2016,ONSHORE,UNDERGROUND,CRUDE OIL,CUSHING,PAYNE,OK,35.95837,-96.754056,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,2.6,2.6,0.0,NO,NO,NO,0.0,500.0,105.0,0.0,5000.0,4400.0,0.0,10005,3,29
2487,2016,ONSHORE,ABOVEGROUND,CRUDE OIL,,PLATTE,WY,42.22588,-104.69196,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,6.0,5.0,1.0,NO,NO,NO,0.0,5000.0,120.0,2000.0,500.0,1000.0,0.0,8620,3,31
2488,2016,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",COTULLA,LA SALLE,TX,28.510104,-99.223506,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.9,0.9,0.0,NO,NO,NO,0.0,3557.0,0.0,0.0,915.0,0.0,0.0,4472,3,31
2489,2016,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CONROE,MONTGOMERY,TX,30.26632292,-95.35229277,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,960.0,534.0,426.0,NO,NO,YES,0.0,1000.0,16000.0,0.0,277168.0,1708000.0,0.0,2002168,3,31
2490,2016,ONSHORE,UNDERGROUND,CRUDE OIL,,HUTCHINSON,SD,43.240356,-97.459258,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",400.0,400.0,0.0,NO,NO,YES,0.0,1446227.0,11620.0,732618.0,1608352.0,5269522.0,0.0,9068339,4,2
2491,2016,ONSHORE,UNDERGROUND,CRUDE OIL,,ELLIS,KS,38.852094,-99.132413,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,65.3,0.0,65.3,NO,NO,YES,0.0,3000.0,1920.0,1000.0,6900.0,15000.0,12346.0,40166,4,4
2492,2016,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PERTH AMBOY,MIDDLESEX,NJ,40.523327,-74.256013,CORROSION,EXTERNAL,0.24,0.24,0.0,NO,NO,NO,0.0,5000.0,0.0,0.0,0.0,30000.0,0.0,35000,4,4
2493,2016,ONSHORE,ABOVEGROUND,CRUDE OIL,WINK,WINKLER,TX,31.771673,-103.178171,CORROSION,INTERNAL,4.0,4.0,0.0,NO,NO,YES,0.0,10000.0,160.0,0.0,0.0,13000.0,0.0,23160,4,6
2494,2016,ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),,BEAVER COUNTY,OK,36.765308,-100.591781,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,100.1,0.0,100.1,NO,NO,YES,0.0,6000.0,1000.0,1500.0,0.0,0.0,0.0,8500,4,10
2495,2016,ONSHORE,UNDERGROUND,CRUDE OIL,CROSBY,HARRIS,TX,29.8567,-94.9945,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,2.1,2.1,0.0,NO,NO,YES,0.0,75000.0,0.0,0.0,50000.0,0.0,0.0,125000,4,11
2496,2016,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",WHARTON ,WHARTON ,TX,29.317764,-96.02161,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.4,1.4,0.0,NO,NO,YES,0.0,0.0,0.0,0.0,2200.0,0.0,0.0,2200,4,12
2497,2016,ONSHORE,UNDERGROUND,CRUDE OIL,KARNES COUNTY,KARNES COUNTY,TX,28.84642,-98.08712,CORROSION,INTERNAL,50.0,45.0,5.0,NO,NO,YES,0.0,40000.0,2000.0,0.0,5000.0,20000.0,0.0,67000,4,12
2498,2016,ONSHORE,UNDERGROUND,CRUDE OIL,,KINGMAN,KS,37.679044,-98.439387,CORROSION,INTERNAL,4.0,4.0,0.0,NO,NO,YES,0.0,6000.0,600.0,500.0,1500.0,250.0,0.0,8850,4,14
2499,2016,ONSHORE,TANK,CRUDE OIL,JONES CREEK,BRAZORIA,TX,28.951037,-95.433298,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1.0,1.0,0.0,NO,NO,NO,0.0,39428.0,40.0,0.0,0.0,0.0,0.0,39468,4,15
2500,2016,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",HEFLIN ,CLEBURNE,AL,33.6594,-85.4649,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,14.29,5.71,8.58,NO,NO,YES,0.0,73000.0,1200.0,25000.0,514000.0,334000.0,0.0,947200,4,15
2501,2016,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CRAWLEYVILLE ,GIBSON ,IN,38.27373,-87.85166,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,854.0,0.0,854.0,NO,NO,YES,0.0,7701361.0,44800.0,0.0,1750789.0,0.0,0.0,9496950,4,16
2502,2016,ONSHORE,UNDERGROUND,CRUDE OIL,LOMPOC,SANTA BARBARA,CA,34.723949,-120.433842,CORROSION,EXTERNAL,18.0,18.0,0.0,NO,NO,YES,0.0,15000.0,720.0,30000.0,222000.0,75000.0,0.0,342720,4,16
2503,2016,ONSHORE,UNDERGROUND,CRUDE OIL,SAINT JAMES,SAINT JAMES,LA,30.0039,-90.8566,CORROSION,INTERNAL,123.0,123.0,0.0,NO,NO,NO,0.0,0.0,4920.0,28000.0,502315.0,43891.0,0.0,579126,4,19
2504,2016,ONSHORE,ABOVEGROUND,CRUDE OIL,JAL,LEA,NM,32.0757,-103.67049,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,190.0,190.0,0.0,NO,NO,NO,0.0,0.0,3600.0,0.0,8500.0,350000.0,0.0,362100,4,19
2505,2016,ONSHORE,ABOVEGROUND,CRUDE OIL,,LAVACA,TX,29.368056,-97.204444,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,6.0,4.0,2.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,360000.0,0.0,360000,4,20
2506,2016,ONSHORE,TANK,CRUDE OIL,,Not Within a County or Parish,AK,66.812823,-150.662681,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,0.0,0.0,YES,NO,YES,0.0,42000.0,0.0,0.0,359000.0,0.0,0.0,401000,4,20
2507,2016,ONSHORE,TANK,CRUDE OIL,,GAINES COUNTY,TX,32.756261,-102.719861,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,32.0,30.0,2.0,NO,NO,NO,0.0,1000.0,90.0,0.0,4365.0,16000.0,7973.0,29428,4,20
2508,2016,ONSHORE,ABOVEGROUND,CRUDE OIL,,HOWARD,TX,32.21265,-101.54602,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,40.0,40.0,0.0,NO,NO,NO,0.0,1000.0,1800.0,5000.0,6500.0,5500.0,0.0,19800,4,21
2509,2016,ONSHORE,ABOVEGROUND,CRUDE OIL,,COCHRAN,TX,33.404778,-102.751036,INCORRECT OPERATION,INCORRECT INSTALLATION,0.17,0.17,0.0,NO,NO,NO,0.0,100.0,10.0,0.0,0.0,500.0,0.0,610,4,21
2510,2016,ONSHORE,ABOVEGROUND,CRUDE OIL,RANGER,EASTLAND,TX,32.49829,-98.63621,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.0,4.0,0.0,NO,NO,YES,0.0,14321.0,0.0,0.0,3500.0,4500.0,0.0,22321,4,23
2511,2016,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",PLAQUEMINE,IBERVILLE,LA,30.318509,-91.2576912,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.7,0.0,0.7,NO,NO,YES,0.0,6000.0,300.0,0.0,0.0,0.0,0.0,6300,4,24
2512,2016,ONSHORE,UNDERGROUND,CRUDE OIL,CORPUS CHRISTI,NUECES,TX,27.8125,-97.5036,CORROSION,INTERNAL,15.0,15.0,0.0,NO,NO,YES,0.0,2500.0,600.0,0.0,500.0,23000.0,0.0,26600,4,24
2513,2016,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",,IBERVILLE PARISH,LA,30.056628,-91.13616,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,47.62,0.0,47.62,NO,NO,YES,0.0,500.0,1300.0,0.0,0.0,0.0,0.0,1800,4,26
2514,2016,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BAYONNE,HUDSON,NJ,40.657792,-74.091888,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,150.0,140.0,10.0,NO,NO,NO,0.0,1000.0,0.0,0.0,5000.0,0.0,0.0,6000,4,28
2515,2016,ONSHORE,UNDERGROUND,CRUDE OIL,,STAFFORD,KS,38.093693,-98.682561,CORROSION,INTERNAL,4.0,4.0,0.0,NO,NO,YES,0.0,12500.0,60.0,500.0,2500.0,612.0,0.0,16172,4,28
2516,2016,ONSHORE,TANK,CRUDE OIL,MIDLAND,MIDLAND,TX,32.020434,-102.014998,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.1,0.1,0.0,NO,NO,NO,0.0,700.0,20.0,0.0,0.0,0.0,0.0,720,4,28
2517,2016,ONSHORE,TANK,CRUDE OIL,LIBERTY,AMITE,MS,31.169097,-90.775614,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,14.0,14.0,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,7000.0,0.0,0.0,7000,5,1
2518,2016,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TULSA,TULSA,OK,36.13218,-96.0299,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,50.0,23.5,26.5,NO,NO,YES,0.0,3300.0,2226.0,0.0,35500.0,58000.0,5000.0,104026,5,4
2519,2016,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",,OTERO,CO,38.008562,-103.499971,INCORRECT OPERATION,INCORRECT INSTALLATION,91.1,11.0,80.1,NO,NO,YES,0.0,5500.0,5000.0,0.0,72000.0,150000.0,0.0,232500,5,5
2520,2016,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OZONA,CROCKETT,TX,30.684,-101.27111,ALL OTHER CAUSES,MISCELLANEOUS,694.0,0.0,694.0,NO,NO,YES,0.0,0.0,11104.0,0.0,0.0,0.0,0.0,11104,5,5
2521,2016,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",,MARTIN,TX,32.090307,-101.8809,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,63.0,0.0,63.0,NO,NO,YES,0.0,100.0,1008.0,0.0,0.0,0.0,0.0,1108,5,5
2522,2016,ONSHORE,UNDERGROUND,CRUDE OIL,LONG BEACH,LOS ANGELES,CA,33.758661,-118.203322,CORROSION,EXTERNAL,2.98,2.98,0.0,NO,NO,YES,0.0,7000.0,120.0,0.0,3000.0,0.0,0.0,10120,5,5
2523,2016,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BOWMAN TOWNSHIP,SULLIVAN,MO,40.203877,-93.32611,ALL OTHER CAUSES,UNKNOWN,0.48,0.48,0.0,NO,NO,NO,0.0,1000.0,47.0,0.0,5000.0,5000.0,0.0,11047,5,6
2524,2016,ONSHORE,ABOVEGROUND,CRUDE OIL,,POSEY,IN,37.94181,-87.90508,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0.6,0.6,0.0,NO,NO,YES,0.0,3404.0,23.0,0.0,1906.0,0.0,0.0,5333,5,6
2525,2016,ONSHORE,ABOVEGROUND,CRUDE OIL,,POSEY,IN,37.94261,-87.91559,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,2.4,2.3,0.1,NO,NO,YES,0.0,9404.0,91.0,0.0,20435.0,0.0,0.0,29930,5,6
2526,2016,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",,BARNES,ND,47.0966335,-98.2676588,INCORRECT OPERATION,INCORRECT INSTALLATION,1.48,1.48,0.0,NO,NO,YES,0.0,20.0,68.0,0.0,780.0,23300.0,0.0,24168,5,7
2527,2016,ONSHORE,TANK,CRUDE OIL,,BURKE,ND,48.888796,-102.738899,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,31.0,31.0,0.0,NO,NO,NO,0.0,100.0,1488.0,0.0,0.0,66887.0,0.0,68475,5,8
2528,2016,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",DES MOINES,POLK,IA,41.56244,-93.52198,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.0,0.78,0.22,NO,NO,YES,0.0,10.0,90.0,0.0,25000.0,5000.0,0.0,30100,5,9
2529,2016,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",,PRATT,KS,37.64292,-98.84963,CORROSION,EXTERNAL,37.5,37.5,0.0,NO,NO,YES,0.0,80000.0,2016.0,250.0,103869.0,178316.0,10000.0,374451,5,10
2530,2016,ONSHORE,TANK,CRUDE OIL,HOUSTON,HARRIS,TX,29.747375,-95.130697,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.01,0.01,0.0,YES,NO,NO,0.0,150.0,5.0,0.0,0.0,0.0,0.0,155,5,10
2531,2016,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BOOTHWYN,DELAWARW,PA,39.846972,-75.495014,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.6,0.6,0.0,NO,NO,NO,0.0,5000.0,0.0,0.0,1000.0,1000.0,0.0,7000,5,11
2532,2016,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),ROSWELL,CHAVES,NM,33.96455,-104.58069,INCORRECT OPERATION,INCORRECT VALVE POSITION,70.0,0.0,70.0,NO,NO,NO,0.0,0.0,170.0,0.0,0.0,0.0,0.0,170,5,12
2533,2016,ONSHORE,TANK,CRUDE OIL,ST. JAMES,ST. JAMES,LA,30.0166509,-90.844778,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,5.8,5.8,0.0,NO,NO,NO,0.0,50000.0,0.0,0.0,10000.0,0.0,0.0,60000,5,13
2534,2016,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BAYONNE,HUDSON,NJ,40.650953,-74.119835,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2.0,0.0,2.0,NO,NO,NO,0.0,8000.0,0.0,0.0,12300.0,0.0,0.0,20300,5,14
2535,2016,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA,HARRIS,TX,29.715674,-95.178747,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,3.61,3.61,0.0,NO,NO,NO,0.0,24000.0,350.0,0.0,107000.0,7500.0,0.0,138850,5,15
2536,2016,ONSHORE,ABOVEGROUND,CRUDE OIL,TEXAS CITY,GALVESTON,TX,29.36557,-94.93976,CORROSION,INTERNAL,10.0,10.0,0.0,NO,NO,NO,0.0,25000.0,500.0,0.0,80000.0,80000.0,0.0,185500,5,15
2537,2016,ONSHORE,TANK,CRUDE OIL,INGLESIDE,SAN PATRICIO,TX,27.829677,-97.197331,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,5.0,5.0,0.0,NO,NO,YES,0.0,7747.0,0.0,0.0,433856.0,0.0,0.0,441603,5,16
2538,2016,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GALENA PARK,HARRIS,TX,29.7474,-95.20457,INCORRECT OPERATION,OTHER INCORRECT OPERATION,38.0,38.0,0.0,NO,NO,NO,0.0,0.0,1300.0,0.0,8000.0,7500.0,0.0,16800,5,16
2539,2016,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LINDEN,UNION,NJ,40.60614,-74.23521,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.14,0.0,0.14,NO,NO,YES,0.0,3000.0,0.0,0.0,0.0,20000.0,0.0,23000,5,17
2540,2016,ONSHORE,ABOVEGROUND,CRUDE OIL,MIDLAND,MIDLAND,TX,32.019332,-102.016355,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.1,0.1,0.0,NO,NO,YES,0.0,800.0,20.0,0.0,0.0,0.0,0.0,820,5,19
2541,2016,ONSHORE,UNDERGROUND,CRUDE OIL,TRACY,ALAMEDA,CA,37.72926,-121.55971,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,500.0,400.0,100.0,NO,NO,YES,0.0,1330000.0,0.0,25000.0,1585000.0,1600000.0,0.0,4540000,5,20
2542,2016,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LULING,ST. CHARLES,LA,29.916355,-90.322616,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.1,0.0,0.1,NO,NO,YES,0.0,60000.0,1.0,0.0,0.0,0.0,0.0,60001,5,20
2543,2016,ONSHORE,UNDERGROUND,CRUDE OIL,JONES CREEK,BRAZORIA,TX,28.949425,-95.430279,CORROSION,INTERNAL,0.2,0.2,0.0,NO,NO,NO,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25,5,21
2544,2016,ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),,OSAGE,OK,36.8480438,-96.35539,CORROSION,EXTERNAL,24.0,0.0,24.0,NO,NO,YES,0.0,8000.0,50.0,0.0,0.0,0.0,0.0,8050,5,23
2545,2016,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",,LIBERTY,TX,30.314425,-95.016202,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.16,0.0,0.16,NO,NO,YES,0.0,50.0,7.0,0.0,150.0,0.0,0.0,207,5,23
2546,2016,ONSHORE,TANK,CRUDE OIL,,RICHLAND COUNTY,MT,47.7606333,-104.3565111,ALL OTHER CAUSES,UNKNOWN,0.0,0.0,0.0,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,24
2547,2016,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",IOWA,JEFF DAVIS,LA,30.30867,-93.01369,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.2,0.0,0.2,NO,NO,NO,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200,5,25
2548,2016,ONSHORE,ABOVEGROUND,CRUDE OIL,SEYMOUR,BAYLOR,TX,33.4188,-99.3837,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,20.0,20.0,0.0,NO,NO,YES,0.0,25000.0,500.0,5000.0,10000.0,0.0,0.0,40500,5,25
2549,2016,ONSHORE,UNDERGROUND,CRUDE OIL,CUSHING,PAYNE,OK,35.951482,-96.759629,CORROSION,INTERNAL,25.0,25.0,0.0,NO,NO,YES,0.0,98000.0,1125.0,0.0,0.0,0.0,0.0,99125,5,25
2550,2016,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SHICKLEY,FILLMORE,NE,40.480804,-97.765209,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.36,0.36,0.0,NO,NO,YES,0.0,150.0,45.0,0.0,2000.0,1500.0,0.0,3695,5,25
2551,2016,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",,LEON,TX,31.155589,-95.807206,NATURAL FORCE DAMAGE,LIGHTNING,0.02,0.0,0.02,YES,NO,NO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,5,27
2552,2016,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ASTON,DELAWARE,PA,39.844773,-75.418525,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,9.1,0.0,9.1,NO,NO,YES,0.0,50.0,123.0,0.0,7570.0,0.0,0.0,7743,5,27
2553,2016,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CARTERET,MIDDLESEX,NJ,40.58513,-74.21226,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,24.0,18.0,6.0,NO,NO,NO,0.0,0.0,0.0,0.0,30850.0,35471.0,0.0,66321,5,30
2554,2016,ONSHORE,UNDERGROUND,CRUDE OIL,CARSON,LOS ANGELES,CA,33.80313,-118.252843,CORROSION,INTERNAL,15.0,15.0,0.0,NO,NO,NO,0.0,191869.0,675.0,0.0,175000.0,14980.0,0.0,382524,5,31
2555,2016,ONSHORE,ABOVEGROUND,CRUDE OIL,BAKERSFIELD,KERN,CA,35.439682,-118.99227,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,15.0,15.0,0.0,NO,NO,NO,0.0,130000.0,0.0,0.0,20000.0,0.0,0.0,150000,6,1
2556,2016,ONSHORE,TANK,CRUDE OIL,CYGNET,WOOD,OH,41.2289,-83.63941,INCORRECT OPERATION,INCORRECT INSTALLATION,2.0,2.0,0.0,NO,NO,NO,0.0,200.0,0.0,0.0,3000.0,1000.0,0.0,4200,6,1
2557,2016,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",HOUSTON,HARRIS,TX,29.79734,-95.27929,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,25.0,25.0,0.0,NO,NO,NO,0.0,10000.0,1250.0,0.0,75000.0,40000.0,0.0,126250,6,1
